Smith	0.025154802
Johnson	0.045056546
Williams	0.061791411
Brown	0.076588155
Jones	0.091265909
Garcia	0.103273193
Miller	0.115232256
Davis	0.126727141
Rodriguez	0.138001335
Martinez	0.148917561
Hernandez	0.159659998
Lopez	0.168664771
Gonzalez	0.177324622
Wilson	0.185581426
Anderson	0.193658263
Thomas	0.201444093
Taylor	0.209179128
Moore	0.216637849
Jackson	0.223928991
Martin	0.231163767
Lee	0.238299674
Perez	0.245318424
Thompson	0.252162118
White	0.25896305
Harris	0.265390837
Sanchez	0.271700211
Clark	0.277493994
Ramirez	0.283233657
Lewis	0.28870929
Robinson	0.294164742
Walker	0.299551287
Young	0.304539532
Allen	0.309508831
King	0.31430118
Wright	0.319027197
Scott	0.323552942
Torres	0.328061007
Nguyen	0.332567342
Hill	0.337044661
Flores	0.341513145
Green	0.345942635
Adams	0.350348268
Nelson	0.354723968
Baker	0.359044354
Hall	0.363235926
Rivera	0.367263142
Campbell	0.371239317
Mitchell	0.375198285
Carter	0.379079822
Roberts	0.382959382
Gomez	0.386724452
Phillips	0.390439551
Evans	0.394101015
Turner	0.397690751
Diaz	0.401270283
Parker	0.404732277
Cruz	0.408173472
Edwards	0.41159636
Collins	0.414991929
Reyes	0.418368285
Stewart	0.421714297
Morris	0.424997776
Morales	0.428208076
Murphy	0.431383778
Cook	0.434499471
Rogers	0.437611787
Gutierrez	0.440630989
Ortiz	0.443585125
Morgan	0.446532888
Cooper	0.449424132
Peterson	0.452289695
Bailey	0.455150605
Reed	0.458003122
Kelly	0.46075642
Howard	0.463483276
Ramos	0.466196107
Kim	0.468897489
Cox	0.471587327
Ward	0.474269268
Richardson	0.476944352
Watson	0.479545103
Brooks	0.482136422
Chavez	0.484719864
Wood	0.487301421
James	0.489869223
Bennett	0.492418696
Gray	0.494952898
Mendoza	0.497452658
Ruiz	0.499905702
Hughes	0.502338533
Price	0.504760861
Alvarez	0.507170133
Castillo	0.509542718
Sanders	0.511914829
Patel	0.514282811
Myers	0.516649989
Long	0.519011803
Ross	0.521373556
Foster	0.523718792
Jimenez	0.526057377
Powell	0.528372855
Jenkins	0.530665465
Perry	0.532948683
Russell	0.535230018
Sullivan	0.537505504
Bell	0.539776963
Coleman	0.54203268
Butler	0.544286099
Henderson	0.546534845
Barnes	0.548782025
Gonzales	0.550993341
Fisher	0.553204091
Vasquez	0.55539505
Simmons	0.557559249
Romero	0.559707302
Jordan	0.561853182
Patterson	0.563968378
Alexander	0.566075316
Hamilton	0.56815265
Graham	0.570223941
Reynolds	0.57228584
Griffin	0.574328784
Wallace	0.576360092
Moreno	0.578387785
West	0.580404081
Cole	0.582414929
Hayes	0.584415038
Bryant	0.586399979
Herrera	0.588384282
Gibson	0.590347539
Ellis	0.592293301
Tran	0.594234224
Medina	0.596175137
Aguilar	0.59809561
Stevens	0.600007455
Murray	0.601911433
Ford	0.603814608
Castro	0.605710595
Marshall	0.6076044
Owens	0.609485818
Harrison	0.611350472
Fernandez	0.613212563
Mcdonald	0.615071101
Woods	0.616898008
Washington	0.618724513
Kennedy	0.620545653
Wells	0.622360255
Vargas	0.624150196
Henry	0.625910575
Chen	0.627656704
Freeman	0.629398394
Webb	0.631137294
Tucker	0.632861449
Guzman	0.634581465
Burns	0.636289958
Crawford	0.637983336
Olson	0.639672369
Simpson	0.641352608
Porter	0.643031539
Hunter	0.644704149
Gordon	0.646370508
Mendez	0.648035673
Silva	0.649699972
Shaw	0.651351576
Snyder	0.653001759
Mason	0.654651437
Dixon	0.656293568
Munoz	0.657925433
Hunt	0.65955666
Hicks	0.661186846
Holmes	0.662801176
Palmer	0.664413662
Wagner	0.666017849
Black	0.667611153
Robertson	0.669193418
Boyd	0.670773655
Rose	0.67235315
Stone	0.673931946
Salazar	0.675504295
Fox	0.677072845
Warren	0.67863947
Mills	0.680203983
Meyer	0.681757716
Rice	0.683297085
Schmidt	0.684811062
Garza	0.686324741
Daniels	0.68783394
Ferguson	0.689341657
Nichols	0.690840703
Stephens	0.692330092
Soto	0.693817472
Weaver	0.69529853
Ryan	0.696775624
Gardner	0.698246973
Payne	0.699715304
Grant	0.7011803
Dunn	0.702636543
Kelley	0.704085228
Spencer	0.705526273
Hawkins	0.706965258
Arnold	0.708395409
Pierce	0.709822842
Vazquez	0.711247113
Hansen	0.712667832
Peters	0.714083774
Santos	0.715496822
Hart	0.716909376
Bradley	0.718317152
Knight	0.719724856
Elliott	0.721122798
Cunningham	0.722520257
Duncan	0.723912248
Armstrong	0.725302767
Hudson	0.726692451
Carroll	0.728075484
Lane	0.72945759
Riley	0.730836041
Andrews	0.73221374
Alvarado	0.733588371
Ray	0.734959604
Delgado	0.736328921
Berry	0.737696457
Perkins	0.739049866
Hoffman	0.740402874
Johnston	0.741755593
Matthews	0.743107591
Pena	0.744454163
Richards	0.745798192
Contreras	0.747138462
Willis	0.748478609
Carpenter	0.749816141
Lawrence	0.751151623
Sandoval	0.752479372
Guerrero	0.753804331
George	0.755128755
Chapman	0.756446115
Rios	0.757761982
Estrada	0.759074513
Ortega	0.76038484
Watkins	0.761693386
Greene	0.762991821
Nunez	0.764282522
Wheeler	0.765570217
Valdez	0.766857264
Harper	0.768138811
Burke	0.769404049
Larson	0.770666301
Santiago	0.771924691
Maldonado	0.773176018
Morrison	0.774423267
Franklin	0.775665275
Carlson	0.776906573
Austin	0.778139159
Dominguez	0.779367607
Carr	0.780593706
Lawson	0.781819569
Jacobs	0.783040912
Obrien	0.784261667
Lynch	0.785473681
Singh	0.78667582
Vega	0.787877176
Bishop	0.789077966
Montgomery	0.790271909
Oliver	0.791465306
Good	0.792656428
Harvey	0.793847374
Williamson	0.795031082
Gilbert	0.796214594
Dean	0.797388736
Sims	0.798556123
Espinoza	0.799710949
Howell	0.80086461
Li	0.802015647
Wong	0.803162409
Reid	0.804309059
Hanson	0.805453485
Le	0.806596088
Mccoy	0.807736395
Garrett	0.808876217
Burton	0.81001431
Fuller	0.811148151
Wang	0.812279592
Weber	0.8134064
Welch	0.814528615
Rojas	0.815645003
Lucas	0.816753863
Marquez	0.817861107
Fields	0.818968238
Park	0.820066863
Yang	0.821158662
Little	0.822249462
Banks	0.823339201
Padilla	0.824424122
Day	0.825506221
Walsh	0.826588196
Bowman	0.82766943
Schultz	0.828749439
Luna	0.829825638
Fowler	0.830901807
Mejia	0.831973259
Davidson	0.833043403
Acosta	0.834108276
Brewer	0.835172119
May	0.836235838
Holland	0.83729165
Juarez	0.838341396
Newman	0.839390958
Pearson	0.840439541
Curtis	0.841487764
Cortez	0.842534884
Douglas	0.843579575
Schneider	0.844622536
Joseph	0.845662089
Barrett	0.846692838
Navarro	0.847720529
Figueroa	0.848734433
Keller	0.849746277
Avila	0.850748298
Wade	0.851747498
Molina	0.852746069
Stanley	0.853743488
Hopkins	0.854740319
Campos	0.855729953
Barnett	0.85671516
Bates	0.857699759
Chambers	0.858677829
Caldwell	0.85964515
Beck	0.860610844
Lambert	0.861575426
Miranda	0.862539493
Byrd	0.863496106
Craig	0.86444863
Ayala	0.865400701
Lowe	0.866350682
Frazier	0.867299552
Powers	0.868246547
Neal	0.8691907
Leonard	0.870132598
Gregory	0.871073559
Carrillo	0.872011894
Sutton	0.872948531
Fleming	0.873882212
Rhodes	0.874815821
Shelton	0.875747855
Schwartz	0.876675297
Norris	0.877599907
Jennings	0.878523528
Watts	0.879446624
Duran	0.880367167
Walters	0.881287452
Cohen	0.882204803
Mcdaniel	0.883118415
Moran	0.884030865
Parks	0.884943016
Steele	0.885851501
Vaughn	0.886758235
Becker	0.8876629
Holt	0.888564188
Deleon	0.889464271
Barker	0.890361759
Terry	0.891257579
Hale	0.892149466
Leon	0.893038727
Hail	0.893926721
Benson	0.894813078
Haynes	0.895698334
Horton	0.896575568
Miles	0.897450198
Lyons	0.89832044
Pham	0.899188665
Graves	0.900055438
Bush	0.900920553
Thornton	0.901785143
Wolfe	0.902649331
Warner	0.903512006
Cabrera	0.904373033
Mckinney	0.905234009
Mann	0.906093893
Zimmerman	0.906951255
Dawson	0.907807762
Lara	0.908663084
Fletcher	0.909518366
Page	0.910372916
Mccarthy	0.911227035
Love	0.91208036
Robles	0.912929412
Cervantes	0.913775406
Solis	0.914621245
Erickson	0.915466457
Reeves	0.916310566
Chang	0.917154274
Klein	0.917993163
Salinas	0.918828809
Fuentes	0.91966291
Baldwin	0.920494293
Daniel	0.921323452
Simon	0.922151931
Velasquez	0.922979421
Hardy	0.923805759
Higgins	0.924627473
Aguirre	0.925446242
Lin	0.926264918
Cummings	0.927081618
Chandler	0.927896979
Sharp	0.928710322
Barber	0.929522203
Bowen	0.930333815
Ochoa	0.931143935
Dennis	0.931952047
Robbins	0.93275912
Liu	0.933566078
Ramsey	0.934372831
Francis	0.935179347
Griffith	0.935985173
Paul	0.936790958
Blair	0.937594375
O'Connor	0.938396731
Cardenas	0.939196297
Pacheco	0.93999576
Cross	0.940794347
Calderon	0.941588075
Quinn	0.942380783
Moss	0.943172688
Swanson	0.943964479
Chan	0.944753872
Rivas	0.945538538
Khan	0.946322854
Rodgers	0.947106388
Serrano	0.947888902
Fitzgerald	0.948664827
Rosales	0.94943899
Stevenson	0.950212989
Christensen	0.95098672
Manning	0.951758454
Gill	0.952530177
Curry	0.953301601
Mclaughlin	0.954071965
Harmon	0.954841516
Mcgee	0.955609059
Gross	0.9563762
Doyle	0.957142878
Garner	0.957908176
Newton	0.958671085
Burgess	0.959432336
Reese	0.960193464
Walton	0.960953923
Blake	0.961713794
Trujillo	0.962472297
Adkins	0.963230129
Brady	0.963983287
Goodman	0.964736353
Roman	0.965487174
Webster	0.966234978
Goodwin	0.96698099
Fischer	0.967726034
Huang	0.96847078
Potter	0.96921395
Delacruz	0.96995644
Montoya	0.970696203
Todd	0.971435089
Wu	0.972173585
Hines	0.972912039
Mullins	0.973649762
Castaneda	0.974384623
Malone	0.97511864
Cannon	0.975850586
Tate	0.976582255
Mack	0.977313903
Sherman	0.978039847
Hubbard	0.978764349
Hodges	0.97948742
Zhang	0.980209482
Guerra	0.980930988
Wolf	0.981652082
Valencia	0.982372856
Saunders	0.983093044
Franco	0.983813232
Rowe	0.984532761
Gallagher	0.985251826
Farmer	0.985968657
Hammond	0.986684438
Hampton	0.987399776
Townsend	0.988113961
Ingram	0.988827991
