Íõ	0.073889408
Àî	0.146381747
ÕÅ	0.21592472
Áõ	0.268470024
³Â	0.316047972
Ñî	0.349189545
»Æ	0.37449201
Îâ	0.39529281
ÕÔ	0.416015995
ÖÜ	0.435574956
Ðì	0.450554636
Ëï	0.464758167
Âí	0.478107934
Öì	0.491302472
ºú	0.503332785
ÁÖ	0.515052638
¹ù	0.526694877
ºÎ	0.537560967
¸ß	0.547883751
ÂÞ	0.557663232
Ö£	0.567287483
Áº	0.576057969
Ð»	0.583897076
ËÎ	0.591130787
ÌÆ	0.598248076
Ðí	0.605085951
µË	0.611458136
·ë	0.617807037
º«	0.624132653
²Ü	0.630271994
Ôø	0.636263866
Åí	0.642209169
Ïô	0.647944912
²Ì	0.653385718
ÅË	0.658717864
Ìï	0.664034486
¶­	0.669289016
Ô¬	0.674465932
ÓÚ	0.67944881
Óà	0.684361835
Ò¶	0.689267098
½¯	0.694172361
¶Å	0.698976725
ËÕ	0.703680189
Îº	0.708360369
³Ì	0.713025026
ÂÀ	0.717650876
¶¡	0.722121495
Éò	0.726390316
ÈÎ	0.730635853
Ò¦	0.734811535
Â¬	0.738971695
¸µ	0.743131855
ÖÓ	0.747268731
½ª	0.751327991
´Þ	0.755278591
Ì·	0.759151576
ÁÎ	0.762931423
·¶	0.766695746
Íô	0.770444547
Â½	0.774170064
½ð	0.777794681
Ê¯	0.78132616
´÷	0.78481107
¼Ö	0.788218365
Î¤	0.791555807
ÏÄ	0.794862202
Çñ	0.798145314
·½	0.80135081
ºî	0.804463169
×Þ	0.807521197
ÐÜ	0.81050161
ÃÏ	0.813474261
ÇØ	0.816415867
°×	0.819318665
½­	0.822182656
ÑÖ	0.824976793
Ñ¦	0.827670031
Òü	0.830355507
¶Î	0.832839185
À×	0.835315101
Àè	0.837550411
Ê·	0.839762436
Áú	0.841943416
ÌÕ	0.844070065
ºØ	0.846196713
¹Ë	0.848307839
Ã«	0.850356873
ºÂ	0.852405907
¹¨	0.854454941
ÉÛ	0.856488452
Íò	0.858459872
Ç®	0.860392483
ÑÏ	0.86230181
Àµ	0.864164568
ñû	0.866027327
ºé	0.867890085
Îä	0.869745082
Äª	0.871553509
¿×	0.873346414
ÌÀ	0.875108273
Ïò	0.87686237
³£	0.878554375
ÎÂ	0.880238619
¿µ	0.881876294
Ê©	0.883475162
ÎÄ	0.885058506
Å£	0.886626328
·®	0.888178626
¸ð	0.889692117
ÐÏ	0.891182324
°²	0.892571631
Æë	0.893937653
Ò×	0.895295915
ÇÇ	0.896638653
Îé	0.897965868
ÅÓ	0.899262037
ÑÕ	0.900534922
Äß	0.901800045
×¯	0.903057407
Äô	0.904291484
ÕÂ	0.905510039
Â³	0.906682024
ÔÀ	0.907838486
µÔ	0.908994949
Òó	0.910135888
Õ²	0.911276828
Éê	0.912417767
Å·	0.913550945
¹¢	0.914637554
¹Ø	0.915700878
À¼	0.916740918
½¹	0.917773197
Óá	0.918797714
×ó	0.919814469
Áø	0.920815702
¸Ê	0.92179365
×£	0.922725029
°ü	0.923617601
Äþ	0.924471365
ÉÐ	0.925317367
·û	0.92616337
Êæ	0.927009373
Èî	0.927855375
¿Â	0.928678094
¼Í	0.929500812
Ã·	0.930315769
Í¯	0.931130725
Áè	0.931930159
±Ï	0.932729593
µ¥	0.933513503
¼¾	0.934297414
Åá	0.935073563
»ô	0.935849713
Í¿	0.936625862
³É	0.937402011
Ãç	0.93817816
¹È	0.938946548
Ê¢	0.939707174
Çú	0.940467801
ÎÌ	0.941220665
È½	0.94197353
Âæ	0.942718633
À¶	0.943463737
Â·	0.944201079
ÓÎ	0.944930659
ÐÁ	0.945644716
½ù	0.946358773
Å·Ñô	0.947065069
¹Ü	0.947740319
²ñ	0.948407807
ÃÉ	0.949052011
±«	0.949688454
»ª	0.950324896
Ó÷	0.950953577
Æî	0.951574496
ÆÑ	0.952156608
·¿	0.95273872
ëø	0.953313071
Çü	0.95387966
ÈÄ	0.954446249
½â	0.954997315
Ä²	0.955540619
°¬	0.956076162
ÓÈ	0.956603943
Ñô	0.957123963
Ê±	0.957643983
ÄÂ	0.958140719
Å©	0.958621931
Ë¾	0.95907986
×¿	0.959530026
¹Å	0.959980193
¼ª	0.960430359
çÑ	0.960872764
¼ò	0.961315169
³µ	0.961757574
Ïî	0.96219998
Á¬	0.962642385
Â«	0.96308479
Âó	0.963511672
ñÒ	0.963930792
Â¦	0.964342151
ñ¼	0.964753511
ÆÝ	0.96516487
á¯	0.965568467
¾°	0.965972065
µ³	0.966375662
¹¬	0.96677926
·Ñ	0.967175096
²·	0.967570932
Àä	0.967959007
êÌ	0.968347082
Ï¯	0.968719633
ÎÀ	0.969092185
Ã×	0.969449213
°Ø	0.969806242
×Ú	0.970155509
öÄ	0.970497015
¹ð	0.970838521
È«	0.971180026
Ù¡	0.97151377
Ó¦	0.971847515
ê°	0.972181259
ãÉ	0.972515003
¹¶	0.972848747
Úù	0.97317473
±ß	0.973500713
±å	0.973826695
¼§	0.974152678
Ê¦	0.974470899
ºÍ	0.97478912
³ð	0.97509958
èï	0.97541004
Ëå	0.975720499
ÉÌ	0.976023198
µó	0.976325896
É³	0.976628594
ÈÙ	0.976923531
Î×	0.977218467
¿Ü	0.977513404
É£	0.977800579
ÀÉ	0.978087755
Õç	0.978367168
´Ô	0.978646582
ÖÙ	0.978918234
ÓÝ	0.979189886
°½	0.979461539
¹®	0.979725429
Ã÷	0.97998932
ÙÜ	0.980253211
³Ø	0.980517102
²é	0.980773231
Âé	0.98102936
Ô·	0.981285489
³Ù	0.981533857
Ú÷	0.981782225
¹Ù	0.982022831
·â	0.982263437
Ì¸	0.982504044
¿ï	0.982736889
¾Ï	0.982969733
»Ý	0.983201026
¾£	0.983425333
ÀÖ	0.983648864
¼½	0.983870066
Óô	0.984091269
ñã	0.984312471
ÄÏ	0.984527465
°à	0.984739354
´¢	0.984950466
Ô­	0.985160026
Àõ	0.985366482
Ñà	0.985571386
³þ	0.985775513
Û³	0.98597964
ÀÍ	0.986180663
ÚÈ	0.986373148
ÞÉ	0.986552438
Æ¤	0.986730176
ËÚ	0.986907138
Ùþ	0.9870841
Ýþ	0.987261062
Â¥	0.987438024
ÅÌ	0.987612658
Âú	0.987782635
ÎÅ	0.987951059
Î»	0.988112498
À÷	0.988272385
ÒÁ	0.988432272
ÙÚ	0.988587502
Çø	0.988741955
Û¬	0.988895633
º£	0.989048534
ãÛ	0.989200659
»¨	0.989352009
È¨	0.989500253
Ç¿	0.989647721
Ë§	0.98979519
ÍÀ	0.989941882
¶¹	0.990087798
ÆÓ	0.990232938
¸Ç	0.990377302
Á·	0.990520889
Á®	0.990663701
Óí	0.99080496
¾®	0.990943891
×æ	0.991081269
Æá	0.991218647
°Í	0.991356026
·á	0.991492628
Ö§	0.991626902
Çä	0.9917604
¹ú	0.991893121
µÒ	0.992023514
